n,Computer,Player,Result,Won,Tied,Lost,Won%,Tied%,Lost%,delta,delta%
400,rock,paper,1,217,93,90,0.54,0.23,0.23,127,0.32
401,scissors,rock,1,218,93,90,0.54,0.23,0.22,128,0.32
402,rock,rock,0,218,94,90,0.54,0.23,0.22,128,0.32
403,scissors,rock,1,219,94,90,0.54,0.23,0.22,129,0.32
404,rock,rock,0,219,95,90,0.54,0.24,0.22,129,0.32
405,scissors,paper,-1,219,95,91,0.54,0.23,0.22,128,0.32
406,scissors,rock,1,220,95,91,0.54,0.23,0.22,129,0.32
407,rock,paper,1,221,95,91,0.54,0.23,0.22,130,0.32
408,rock,rock,0,221,96,91,0.54,0.24,0.22,130,0.32
409,rock,rock,0,221,97,91,0.54,0.24,0.22,130,0.32
410,scissors,paper,-1,221,97,92,0.54,0.24,0.22,129,0.31
411,scissors,paper,-1,221,97,93,0.54,0.24,0.23,128,0.31
412,rock,rock,0,221,98,93,0.54,0.24,0.23,128,0.31
413,scissors,rock,1,222,98,93,0.54,0.24,0.23,129,0.31
414,scissors,paper,-1,222,98,94,0.54,0.24,0.23,128,0.31
415,scissors,rock,1,223,98,94,0.54,0.24,0.23,129,0.31
416,rock,rock,0,223,99,94,0.54,0.24,0.23,129,0.31
417,scissors,rock,1,224,99,94,0.54,0.24,0.23,130,0.31
418,rock,rock,0,224,100,94,0.54,0.24,0.22,130,0.31
419,scissors,paper,-1,224,100,95,0.53,0.24,0.23,129,0.31
420,scissors,rock,1,225,100,95,0.54,0.24,0.23,130,0.31
421,rock,rock,0,225,101,95,0.53,0.24,0.23,130,0.31
422,scissors,rock,1,226,101,95,0.54,0.24,0.23,131,0.31
423,scissors,paper,-1,226,101,96,0.53,0.24,0.23,130,0.31
424,scissors,rock,1,227,101,96,0.54,0.24,0.23,131,0.31
425,rock,rock,0,227,102,96,0.53,0.24,0.23,131,0.31
426,rock,paper,1,228,102,96,0.54,0.24,0.23,132,0.31
427,scissors,rock,1,229,102,96,0.54,0.24,0.22,133,0.31
428,rock,rock,0,229,103,96,0.54,0.24,0.22,133,0.31
429,scissors,rock,1,230,103,96,0.54,0.24,0.22,134,0.31
430,scissors,rock,1,231,103,96,0.54,0.24,0.22,135,0.31
431,rock,rock,0,231,104,96,0.54,0.24,0.22,135,0.31
432,scissors,rock,1,232,104,96,0.54,0.24,0.22,136,0.31
433,rock,rock,0,232,105,96,0.54,0.24,0.22,136,0.31
434,scissors,rock,1,233,105,96,0.54,0.24,0.22,137,0.32
435,scissors,rock,1,234,105,96,0.54,0.24,0.22,138,0.32
436,rock,paper,1,235,105,96,0.54,0.24,0.22,139,0.32
437,scissors,paper,-1,235,105,97,0.54,0.24,0.22,138,0.32
438,scissors,rock,1,236,105,97,0.54,0.24,0.22,139,0.32
439,scissors,rock,1,237,105,97,0.54,0.24,0.22,140,0.32
440,rock,rock,0,237,106,97,0.54,0.24,0.22,140,0.32
441,rock,rock,0,237,107,97,0.54,0.24,0.22,140,0.32
442,scissors,rock,1,238,107,97,0.54,0.24,0.22,141,0.32
443,scissors,rock,1,239,107,97,0.54,0.24,0.22,142,0.32
444,scissors,rock,1,240,107,97,0.54,0.24,0.22,143,0.32
445,rock,rock,0,240,108,97,0.54,0.24,0.22,143,0.32
446,rock,rock,0,240,109,97,0.54,0.24,0.22,143,0.32
447,scissors,rock,1,241,109,97,0.54,0.24,0.22,144,0.32
448,scissors,paper,-1,241,109,98,0.54,0.24,0.22,143,0.32
449,scissors,rock,1,242,109,98,0.54,0.24,0.22,144,0.32
450,scissors,rock,1,243,109,98,0.54,0.24,0.22,145,0.32
451,scissors,rock,1,244,109,98,0.54,0.24,0.22,146,0.32
452,scissors,paper,-1,244,109,99,0.54,0.24,0.22,145,0.32
453,scissors,paper,-1,244,109,100,0.54,0.24,0.22,144,0.32
454,scissors,rock,1,245,109,100,0.54,0.24,0.22,145,0.32
455,rock,paper,1,246,109,100,0.54,0.24,0.22,146,0.32
456,scissors,paper,-1,246,109,101,0.54,0.24,0.22,145,0.32
457,scissors,rock,1,247,109,101,0.54,0.24,0.22,146,0.32
458,rock,paper,1,248,109,101,0.54,0.24,0.22,147,0.32
459,rock,paper,1,249,109,101,0.54,0.24,0.22,148,0.32
460,scissors,rock,1,250,109,101,0.54,0.24,0.22,149,0.32
461,rock,rock,0,250,110,101,0.54,0.24,0.22,149,0.32
462,scissors,rock,1,251,110,101,0.54,0.24,0.22,150,0.32
463,scissors,rock,1,252,110,101,0.54,0.24,0.22,151,0.33
464,scissors,rock,1,253,110,101,0.55,0.24,0.22,152,0.33
465,scissors,rock,1,254,110,101,0.55,0.24,0.22,153,0.33
